                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.0322,                0.98466,                 1.4111,                0.83386,                0.77095,                0.85568,                0.54065,                 1.2091,                0.79073,                 1.5136,               0.006436,               0.006436,               0.006436
                    110,                 1.0149,                 1.0174,                 1.4147,                0.81625,                0.79412,                0.85376,                0.54325,                 1.2228,                0.78061,                 1.5278,               0.006403,               0.006403,               0.006403
                    111,                 1.0355,                 1.0258,                 1.4264,                0.81853,                 0.7919,                0.85819,                0.55091,                 1.1913,                0.76321,                 1.5015,                0.00637,                0.00637,                0.00637
                    112,                 1.0216,                0.98123,                 1.3859,                 0.8462,                 0.7761,                0.85682,                0.54175,                 1.2159,                0.79023,                 1.5241,               0.006337,               0.006337,               0.006337
                    113,                 1.0265,                0.99438,                 1.4049,                0.82679,                0.78771,                0.85849,                0.54792,                    1.2,                0.76418,                  1.507,               0.006304,               0.006304,               0.006304
                    114,                 1.0188,                0.98689,                 1.4094,                0.80123,                0.78911,                0.85732,                0.54885,                 1.2249,                0.78358,                 1.5113,               0.006271,               0.006271,               0.006271
                    115,                0.99901,                0.98651,                 1.3991,                0.81921,                0.78492,                0.85842,                0.54373,                 1.2177,                0.77628,                 1.5233,               0.006238,               0.006238,               0.006238
                    116,                0.98606,                0.98419,                 1.3832,                0.82035,                 0.7933,                0.85343,                0.55076,                 1.2121,                0.76086,                 1.5143,               0.006205,               0.006205,               0.006205
                    117,                0.99686,                 0.9956,                 1.3807,                0.82653,                0.77191,                0.85284,                0.54441,                 1.2215,                0.78338,                 1.5202,               0.006172,               0.006172,               0.006172
                    118,                0.99532,                0.97687,                 1.3745,                0.81445,                0.78631,                0.85268,                 0.5523,                 1.2176,                0.76019,                  1.522,               0.006139,               0.006139,               0.006139
                    119,                0.99446,                0.96685,                  1.374,                0.82829,                0.77476,                0.85453,                0.55195,                 1.2034,                0.76974,                 1.5028,               0.006106,               0.006106,               0.006106
                    120,                0.98985,                0.98961,                 1.3785,                 0.8327,                0.79945,                0.85871,                 0.5514,                 1.2173,                0.74766,                 1.5295,               0.006073,               0.006073,               0.006073
                    121,                0.98034,                0.95501,                 1.3911,                0.83973,                0.77933,                0.85717,                0.55034,                 1.2124,                0.76351,                 1.5178,                0.00604,                0.00604,                0.00604
                    122,                0.97261,                0.96203,                 1.3728,                0.84375,                0.77793,                0.86349,                0.55345,                 1.2071,                0.75496,                 1.5122,               0.006007,               0.006007,               0.006007
                    123,                 0.9919,                0.94517,                 1.3769,                0.83965,                0.78492,                0.85648,                0.55172,                 1.1915,                 0.7599,                  1.499,               0.005974,               0.005974,               0.005974
                    124,                0.99578,                0.96576,                 1.3695,                0.82905,                 0.7789,                0.85561,                0.54655,                 1.2258,                0.75934,                 1.5257,               0.005941,               0.005941,               0.005941
                    125,                0.98752,                0.95984,                 1.3707,                0.82231,                0.81145,                0.86084,                0.55067,                 1.2154,                0.73989,                 1.5163,               0.005908,               0.005908,               0.005908
                    126,                0.98379,                0.94792,                 1.3727,                0.81969,                0.79888,                0.86143,                0.54861,                 1.2193,                0.74879,                 1.5236,               0.005875,               0.005875,               0.005875
                    127,                0.96441,                0.92738,                 1.3846,                0.81949,                0.81158,                0.86168,                0.55038,                 1.2171,                0.74053,                 1.5272,               0.005842,               0.005842,               0.005842
                    128,                0.97512,                0.94798,                 1.3592,                0.82266,                0.80337,                0.86387,                0.55637,                 1.2102,                 0.7326,                 1.5118,               0.005809,               0.005809,               0.005809
                    129,                0.98373,                0.95498,                 1.3756,                0.86743,                0.75838,                0.86375,                0.54706,                 1.2181,                0.75547,                  1.521,               0.005776,               0.005776,               0.005776
                    130,                0.98085,                0.95447,                 1.3523,                0.84453,                0.77933,                 0.8636,                0.55815,                  1.208,                0.75135,                 1.5091,               0.005743,               0.005743,               0.005743
                    131,                0.98583,                0.97982,                 1.3713,                0.84312,                 0.7933,                0.86874,                0.55432,                 1.2004,                0.75366,                 1.4989,                0.00571,                0.00571,                0.00571
                    132,                0.97334,                0.95714,                 1.3609,                0.86405,                0.77228,                0.85974,                  0.549,                 1.2125,                0.74809,                 1.5173,               0.005677,               0.005677,               0.005677
                    133,                0.95372,                0.91013,                 1.3343,                0.84368,                0.79609,                0.86312,                0.54551,                 1.2225,                0.74918,                 1.5217,               0.005644,               0.005644,               0.005644
                    134,                0.96362,                0.94689,                  1.368,                0.86882,                0.76117,                0.86228,                0.54763,                 1.2115,                0.75028,                 1.5122,               0.005611,               0.005611,               0.005611
                    135,                0.94021,                0.93137,                 1.3508,                0.81411,                0.80307,                0.85956,                0.54846,                 1.2121,                0.73452,                 1.5067,               0.005578,               0.005578,               0.005578
                    136,                0.98358,                 0.9514,                 1.3726,                0.84613,                 0.7834,                0.86082,                0.55164,                 1.2073,                 0.7353,                 1.5021,               0.005545,               0.005545,               0.005545
                    137,                0.96367,                0.92233,                 1.3408,                0.83141,                0.78517,                0.86367,                0.55522,                 1.2037,                0.73507,                 1.4993,               0.005512,               0.005512,               0.005512
                    138,                0.95141,                0.90477,                 1.3407,                0.84557,                0.78002,                0.86543,                0.55538,                 1.1952,                0.73601,                 1.4909,               0.005479,               0.005479,               0.005479
                    139,                0.95975,                0.93205,                 1.3468,                 0.8338,                0.78477,                0.86067,                0.55387,                 1.2043,                0.72725,                 1.5033,               0.005446,               0.005446,               0.005446
                    140,                0.95692,                0.91976,                 1.3504,                0.85666,                0.75957,                0.85726,                0.55019,                 1.2102,                0.74685,                 1.5139,               0.005413,               0.005413,               0.005413
                    141,                 0.9554,                0.91399,                 1.3477,                0.81103,                 0.7933,                0.85568,                 0.5464,                 1.2163,                0.74103,                 1.5183,                0.00538,                0.00538,                0.00538
                    142,                0.93635,                0.92855,                 1.3383,                0.84959,                0.77235,                0.86472,                0.55701,                 1.2055,                0.74413,                 1.5108,               0.005347,               0.005347,               0.005347
                    143,                0.95859,                0.91117,                 1.3452,                0.85579,                0.78771,                0.86723,                0.55677,                 1.1949,                0.73797,                 1.5033,               0.005314,               0.005314,               0.005314
                    144,                0.94704,                0.92235,                 1.3412,                0.85631,                0.76573,                0.85813,                0.55061,                 1.2031,                0.74716,                 1.5051,               0.005281,               0.005281,               0.005281
                    145,                0.93175,                0.91589,                 1.3374,                0.83489,                0.79095,                 0.8643,                0.55686,                 1.1995,                0.72997,                 1.5052,               0.005248,               0.005248,               0.005248
                    146,                0.93244,                 0.9069,                 1.3225,                0.86514,                0.77051,                0.86275,                0.55238,                 1.2056,                0.73126,                 1.5096,               0.005215,               0.005215,               0.005215
                    147,                0.90827,                0.87742,                 1.3071,                0.83322,                0.79609,                0.86094,                0.55218,                 1.2032,                0.73533,                  1.505,               0.005182,               0.005182,               0.005182
                    148,                0.92449,                0.88505,                 1.3316,                0.85569,                0.77848,                0.86632,                0.55754,                 1.1991,                0.73007,                 1.5079,               0.005149,               0.005149,               0.005149
                    149,                0.92287,                0.88828,                 1.3248,                0.82096,                0.80028,                0.86633,                0.55714,                 1.2009,                0.73019,                 1.5096,               0.005116,               0.005116,               0.005116
                    150,                0.93283,                0.90293,                 1.3321,                0.82661,                0.81234,                0.87157,                0.55981,                 1.2017,                0.71667,                 1.5131,               0.005083,               0.005083,               0.005083
                    151,                0.94496,                0.91707,                 1.3286,                0.86744,                0.78073,                0.87287,                0.56321,                 1.2158,                0.71136,                 1.5217,                0.00505,                0.00505,                0.00505
                    152,                0.94782,                0.90036,                 1.3332,                0.81835,                0.81564,                0.87336,                0.56548,                 1.2013,                0.72259,                 1.5154,               0.005017,               0.005017,               0.005017
                    153,                0.95731,                0.89446,                 1.3406,                0.86117,                0.77104,                0.86696,                0.55889,                 1.2106,                0.72351,                 1.5211,               0.004984,               0.004984,               0.004984
