                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.1077,                 1.8738,                 1.3147,                0.31821,                0.36259,                0.25488,                0.16705,                 1.2893,                 2.1407,                 1.4294,               0.005941,               0.005941,               0.005941
                    125,                 1.1033,                 1.8613,                 1.3055,                0.32004,                0.36129,                0.25451,                0.16685,                 1.2888,                 2.1408,                 1.4284,               0.005908,               0.005908,               0.005908
                    126,                 1.1082,                  1.847,                 1.3084,                0.32121,                0.36272,                0.25437,                0.16699,                 1.2886,                 2.1408,                 1.4281,               0.005875,               0.005875,               0.005875
                    127,                 1.0836,                 1.8397,                 1.2979,                0.32457,                0.35889,                 0.2543,                0.16689,                 1.2884,                 2.1411,                  1.428,               0.005842,               0.005842,               0.005842
                    128,                 1.1121,                 1.8612,                 1.3137,                0.32272,                0.36074,                0.25469,                0.16749,                 1.2885,                 2.1416,                  1.428,               0.005809,               0.005809,               0.005809
                    129,                 1.0981,                 1.8302,                 1.3049,                 0.3226,                0.35979,                0.25456,                0.16754,                 1.2884,                  2.143,                  1.428,               0.005776,               0.005776,               0.005776
                    130,                 1.1076,                 1.8529,                 1.3034,                0.32052,                0.35961,                0.25413,                0.16749,                 1.2879,                 2.1439,                  1.428,               0.005743,               0.005743,               0.005743
                    131,                 1.1046,                 1.8476,                 1.3062,                0.31988,                0.36327,                0.25396,                0.16727,                 1.2887,                 2.1456,                 1.4286,                0.00571,                0.00571,                0.00571
                    132,                 1.0946,                 1.8321,                 1.2948,                0.32028,                0.36098,                0.25386,                0.16721,                 1.2891,                 2.1465,                  1.429,               0.005677,               0.005677,               0.005677
                    133,                 1.0995,                 1.8262,                 1.2999,                0.31841,                 0.3627,                0.25371,                0.16684,                 1.2888,                 2.1479,                 1.4286,               0.005644,               0.005644,               0.005644
                    134,                 1.1104,                 1.8701,                  1.302,                0.32036,                0.36059,                0.25383,                0.16689,                 1.2891,                 2.1481,                 1.4287,               0.005611,               0.005611,               0.005611
                    135,                 1.1002,                 1.8476,                 1.3051,                0.32077,                0.35933,                0.25362,                0.16695,                  1.289,                 2.1489,                 1.4286,               0.005578,               0.005578,               0.005578
                    136,                 1.0996,                  1.806,                 1.2971,                0.31936,                0.36005,                0.25327,                0.16596,                 1.2888,                 2.1495,                 1.4282,               0.005545,               0.005545,               0.005545
                    137,                  1.105,                 1.8257,                 1.2995,                0.31821,                0.35954,                 0.2531,                0.16602,                 1.2884,                 2.1506,                 1.4278,               0.005512,               0.005512,               0.005512
                    138,                 1.0904,                 1.7751,                  1.287,                0.31967,                0.36095,                 0.2531,                0.16606,                 1.2879,                 2.1516,                 1.4276,               0.005479,               0.005479,               0.005479
                    139,                  1.092,                 1.8032,                  1.292,                0.31928,                0.36033,                0.25306,                0.16611,                 1.2871,                 2.1531,                  1.427,               0.005446,               0.005446,               0.005446
                    140,                 1.0895,                 1.8149,                 1.2865,                0.32151,                0.35613,                0.25289,                0.16628,                  1.287,                 2.1535,                 1.4269,               0.005413,               0.005413,               0.005413
                    141,                 1.1036,                 1.7882,                 1.2996,                0.32189,                0.35639,                0.25272,                 0.1662,                 1.2871,                 2.1544,                 1.4271,                0.00538,                0.00538,                0.00538
                    142,                 1.0826,                 1.7612,                 1.2936,                 0.3237,                0.35192,                0.25275,                0.16598,                 1.2874,                  2.155,                 1.4276,               0.005347,               0.005347,               0.005347
                    143,                 1.0828,                 1.7886,                 1.2865,                0.32312,                0.35441,                0.25276,                0.16603,                  1.287,                 2.1564,                 1.4272,               0.005314,               0.005314,               0.005314
                    144,                 1.0771,                 1.7587,                 1.2855,                 0.3275,                0.34761,                 0.2527,                0.16603,                 1.2879,                  2.157,                 1.4275,               0.005281,               0.005281,               0.005281
                    145,                 1.0725,                 1.7686,                 1.2793,                0.32541,                0.34835,                0.25213,                  0.166,                  1.288,                 2.1583,                 1.4276,               0.005248,               0.005248,               0.005248
                    146,                 1.0831,                 1.7748,                 1.2779,                0.32575,                0.34875,                0.25194,                 0.1659,                 1.2881,                 2.1598,                 1.4272,               0.005215,               0.005215,               0.005215
                    147,                 1.0815,                 1.7628,                 1.2917,                0.32747,                0.34865,                0.25193,                0.16602,                 1.2891,                 2.1611,                 1.4278,               0.005182,               0.005182,               0.005182
                    148,                 1.0938,                 1.7703,                 1.2985,                0.33119,                0.34246,                0.25186,                0.16604,                 1.2886,                 2.1616,                 1.4273,               0.005149,               0.005149,               0.005149
                    149,                  1.064,                  1.759,                 1.2775,                0.33202,                0.34184,                0.25162,                0.16595,                 1.2884,                 2.1629,                 1.4269,               0.005116,               0.005116,               0.005116
                    150,                 1.0739,                 1.7545,                 1.2824,                0.33092,                0.34557,                0.25157,                0.16572,                 1.2891,                  2.164,                 1.4273,               0.005083,               0.005083,               0.005083
                    151,                 1.0499,                 1.7359,                 1.2663,                0.33083,                0.34358,                0.25136,                0.16556,                 1.2891,                 2.1653,                 1.4269,                0.00505,                0.00505,                0.00505
